clean cache ok! cache_array[9705509]:8
platform,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,avg_latency(ns),throughput(op/s),bandwidth(MB)
PMEM,write,random,32,32,64,2097152,230.868,4331486,132
PMEM,read,random,32,32,64,2097152,206.632,4839513,147
PMEM,write,random,32,64,64,1048576,225.789,4428915,135
PMEM,read,random,32,64,64,1048576,206.328,4846645,147
PMEM,write,random,32,128,64,524288,219.958,4546315,138
PMEM,read,random,32,128,64,524288,212.838,4698419,143
PMEM,write,random,32,256,64,262144,219.092,4564290,139
PMEM,read,random,32,256,64,262144,227.974,4386468,133
PMEM,write,random,32,512,64,131072,240.057,4165679,127
PMEM,read,random,32,512,64,131072,217.478,4598163,140
PMEM,write,random,32,1024,64,65536,276.003,3623152,110
PMEM,read,random,32,1024,64,65536,236.271,4232420,129
PMEM,write,random,32,2048,64,32768,386.071,2590200,79
PMEM,read,random,32,2048,64,32768,217.392,4599989,140
PMEM,write,random,32,4096,64,16384,384.663,2599676,79
PMEM,read,random,32,4096,64,16384,227.789,4390026,133
PMEM,write,random,32,8192,64,8192,755.698,1323279,40
PMEM,read,random,32,8192,64,8192,218.371,4579363,139
PMEM,write,random,32,16384,64,4096,770.371,1298075,39
PMEM,read,random,32,16384,64,4096,237.706,4206880,128
PMEM,write,random,32,32768,64,2048,744.243,1343646,41
PMEM,read,random,32,32768,64,2048,222.597,4492420,137
PMEM,write,random,32,65536,64,1024,689.78,1449737,44
PMEM,read,random,32,65536,64,1024,235.905,4238989,129
PMEM,write,random,32,131072,64,512,584.188,1711779,52
PMEM,read,random,32,131072,64,512,233.34,4285594,130
PMEM,write,random,32,262144,64,256,509.738,1961791,59
PMEM,read,random,32,262144,64,256,254.957,3922229,119
PMEM,write,random,32,524288,64,128,371.734,2690092,82
PMEM,read,random,32,524288,64,128,265.836,3761718,114
PMEM,write,random,32,1048576,64,64,313.75,3187250,97
PMEM,read,random,32,1048576,64,64,266.594,3751025,114
PMEM,write,random,64,64,64,1048576,299.717,3336484,203
PMEM,read,random,64,64,64,1048576,216.534,4618205,281
PMEM,write,random,64,128,64,524288,279.962,3571911,218
PMEM,read,random,64,128,64,524288,222.78,4488740,273
PMEM,write,random,64,256,64,262144,292.486,3418966,208
PMEM,read,random,64,256,64,262144,224.816,4448075,271
PMEM,write,random,64,512,64,131072,298.566,3349337,204
PMEM,read,random,64,512,64,131072,221.68,4511006,275
PMEM,write,random,64,1024,64,65536,340.613,2935880,179
PMEM,read,random,64,1024,64,65536,221.971,4505099,274
PMEM,write,random,64,2048,64,32768,439.973,2272868,138
PMEM,read,random,64,2048,64,32768,232.434,4302288,262
PMEM,write,random,64,4096,64,16384,440.489,2270202,138
PMEM,read,random,64,4096,64,16384,230.95,4329939,264
PMEM,write,random,64,8192,64,8192,753.471,1327190,81
PMEM,read,random,64,8192,64,8192,224.833,4447735,271
PMEM,write,random,64,16384,64,4096,769.679,1299243,79
PMEM,read,random,64,16384,64,4096,218.087,4585327,279
PMEM,write,random,64,32768,64,2048,737.115,1356640,82
PMEM,read,random,64,32768,64,2048,218.173,4583511,279
PMEM,write,random,64,65536,64,1024,690.229,1448795,88
PMEM,read,random,64,65536,64,1024,224.073,4462826,272
PMEM,write,random,64,131072,64,512,596.275,1677077,102
PMEM,read,random,64,131072,64,512,230.371,4340822,264
PMEM,write,random,64,262144,64,256,512.293,1952008,119
PMEM,read,random,64,262144,64,256,249.434,4009083,244
PMEM,write,random,64,524288,64,128,416.789,2399295,146
PMEM,read,random,64,524288,64,128,261.969,3817249,232
PMEM,write,random,64,1048576,64,64,369.719,2704758,165
PMEM,read,random,64,1048576,64,64,231.953,4311215,263
PMEM,write,random,128,128,64,524288,351.288,2846667,347
PMEM,read,random,128,128,64,524288,415.481,2406848,293
PMEM,write,random,128,256,64,262144,314.25,3182178,388
PMEM,read,random,128,256,64,262144,434.409,2301978,281
PMEM,write,random,128,512,64,131072,323.027,3095716,377
PMEM,read,random,128,512,64,131072,416.31,2402056,293
PMEM,write,random,128,1024,64,65536,366.073,2731694,333
PMEM,read,random,128,1024,64,65536,425.575,2349761,286
PMEM,write,random,128,2048,64,32768,467.742,2137928,260
PMEM,read,random,128,2048,64,32768,425.833,2348338,286
PMEM,write,random,128,4096,64,16384,465.99,2145967,261
PMEM,read,random,128,4096,64,16384,439.76,2273967,277
PMEM,write,random,128,8192,64,8192,771.996,1295343,158
PMEM,read,random,128,8192,64,8192,433.154,2308645,281
PMEM,write,random,128,16384,64,4096,783.278,1276685,155
PMEM,read,random,128,16384,64,4096,428.054,2336154,285
PMEM,write,random,128,32768,64,2048,762.285,1311845,160
PMEM,read,random,128,32768,64,2048,439.325,2276220,277
PMEM,write,random,128,65536,64,1024,721.649,1385714,169
PMEM,read,random,128,65536,64,1024,430.557,2322574,283
PMEM,write,random,128,131072,64,512,628.443,1591233,194
PMEM,read,random,128,131072,64,512,425.885,2348052,286
PMEM,write,random,128,262144,64,256,579.871,1724521,210
PMEM,read,random,128,262144,64,256,429.406,2328797,284
PMEM,write,random,128,524288,64,128,465.227,2149490,262
PMEM,read,random,128,524288,64,128,471.039,2122966,259
PMEM,write,random,128,1048576,64,64,425.531,2350003,286
PMEM,read,random,128,1048576,64,64,318.109,3143572,383
PMEM,write,random,256,256,64,262144,425.363,2350935,573
PMEM,read,random,256,256,64,262144,712.877,1402766,342
PMEM,write,random,256,512,64,131072,422.581,2366410,577
PMEM,read,random,256,512,64,131072,443.872,2252899,550
PMEM,write,random,256,1024,64,65536,438.705,2279434,556
PMEM,read,random,256,1024,64,65536,771.559,1296077,316
PMEM,write,random,256,2048,64,32768,518.804,1927509,470
PMEM,read,random,256,2048,64,32768,464.828,2151331,525
PMEM,write,random,256,4096,64,16384,515.163,1941132,473
PMEM,read,random,256,4096,64,16384,713.252,1402028,342
PMEM,write,random,256,8192,64,8192,813.13,1229816,300
PMEM,read,random,256,8192,64,8192,458.355,2181712,532
PMEM,write,random,256,16384,64,4096,819.319,1220525,297
PMEM,read,random,256,16384,64,4096,735.859,1358955,331
PMEM,write,random,256,32768,64,2048,803.025,1245291,304
PMEM,read,random,256,32768,64,2048,464.074,2154827,526
PMEM,write,random,256,65536,64,1024,775.772,1289037,314
PMEM,read,random,256,65536,64,1024,689.277,1450794,354
PMEM,write,random,256,131072,64,512,720.289,1388331,338
PMEM,read,random,256,131072,64,512,474.086,2109322,514
PMEM,write,random,256,262144,64,256,689.004,1451370,354
PMEM,read,random,256,262144,64,256,724.562,1380143,336
PMEM,write,random,256,524288,64,128,627.734,1593030,388
PMEM,read,random,256,524288,64,128,459.945,2174171,530
PMEM,write,random,256,1048576,64,64,538.203,1858034,453
PMEM,read,random,256,1048576,64,64,682.578,1465033,357
PMEM,write,random,512,512,64,131072,707.115,1414197,690
PMEM,read,random,512,512,64,131072,601.415,1662744,811
PMEM,write,random,512,1024,64,65536,713.568,1401408,684
PMEM,read,random,512,1024,64,65536,1312.3,762020,372
PMEM,write,random,512,2048,64,32768,782.934,1277246,623
PMEM,read,random,512,2048,64,32768,603.094,1658115,809
PMEM,write,random,512,4096,64,16384,751.908,1329950,649
PMEM,read,random,512,4096,64,16384,1312.86,761696,371
PMEM,write,random,512,8192,64,8192,870.339,1148978,561
PMEM,read,random,512,8192,64,8192,574.718,1739982,849
PMEM,write,random,512,16384,64,4096,870.823,1148338,560
PMEM,read,random,512,16384,64,4096,1306.5,765406,373
PMEM,write,random,512,32768,64,2048,861.542,1160710,566
PMEM,read,random,512,32768,64,2048,591.534,1690520,825
PMEM,write,random,512,65536,64,1024,863.126,1158579,565
PMEM,read,random,512,65536,64,1024,1308.69,764120,373
PMEM,write,random,512,131072,64,512,809.816,1234847,602
PMEM,read,random,512,131072,64,512,589.428,1696560,828
PMEM,write,random,512,262144,64,256,817.504,1223235,597
PMEM,read,random,512,262144,64,256,1306.61,765341,373
PMEM,write,random,512,524288,64,128,775.891,1288841,629
PMEM,read,random,512,524288,64,128,604.82,1653383,807
PMEM,write,random,512,1048576,64,64,763.469,1309811,639
PMEM,read,random,512,1048576,64,64,598.047,1672109,816
PMEM,write,random,1024,1024,64,65536,999.488,1000511,977
PMEM,read,random,1024,1024,64,65536,2624.45,381032,372
PMEM,write,random,1024,2048,64,32768,1145.49,872989,852
PMEM,read,random,1024,2048,64,32768,802.396,1246266,1217
PMEM,write,random,1024,4096,64,16384,991.893,1008173,984
PMEM,read,random,1024,4096,64,16384,2621.89,381404,372
PMEM,write,random,1024,8192,64,8192,1250.95,799394,780
PMEM,read,random,1024,8192,64,8192,754.151,1325995,1294
PMEM,write,random,1024,16384,64,4096,1225.24,816166,797
PMEM,read,random,1024,16384,64,4096,2621.9,381402,372
PMEM,write,random,1024,32768,64,2048,1247.99,801291,782
PMEM,read,random,1024,32768,64,2048,757.026,1320957,1289
PMEM,write,random,1024,65536,64,1024,1217.19,821567,802
PMEM,read,random,1024,65536,64,1024,2611.72,382889,373
PMEM,write,random,1024,131072,64,512,1210.66,825998,806
PMEM,read,random,1024,131072,64,512,725.645,1378085,1345
PMEM,write,random,1024,262144,64,256,1219.72,819861,800
PMEM,read,random,1024,262144,64,256,2734.09,365751,357
PMEM,write,random,1024,524288,64,128,1194.02,837509,817
PMEM,read,random,1024,524288,64,128,2603.24,384136,375
PMEM,write,random,1024,1048576,64,64,1169.62,854974,834
PMEM,read,random,1024,1048576,64,64,871.109,1147961,1121
PMEM,write,random,8,8,128,16777216,237.414,4212043,32
PMEM,read,random,8,8,128,16777216,213.582,4682038,35
PMEM,write,random,8,16,128,8388608,238.196,4198217,32
PMEM,read,random,8,16,128,8388608,206.106,4851871,37
PMEM,write,random,8,32,128,4194304,237.259,4214798,32
PMEM,read,random,8,32,128,4194304,206.698,4837987,36
PMEM,write,random,8,64,128,2097152,237.149,4216751,32
PMEM,read,random,8,64,128,2097152,215.87,4632416,35
PMEM,write,random,8,128,128,1048576,236.449,4229246,32
PMEM,read,random,8,128,128,1048576,212.153,4713573,35
PMEM,write,random,8,256,128,524288,233.291,4286495,32
PMEM,read,random,8,256,128,524288,213.404,4685941,35
PMEM,write,random,8,512,128,262144,241.768,4136196,31
PMEM,read,random,8,512,128,262144,208.438,4797578,36
PMEM,write,random,8,1024,128,131072,290.394,3443599,26
PMEM,read,random,8,1024,128,131072,208.79,4789508,36
PMEM,write,random,8,2048,128,65536,398.807,2507481,19
PMEM,read,random,8,2048,128,65536,210.943,4740622,36
PMEM,write,random,8,4096,128,32768,400.915,2494294,19
PMEM,read,random,8,4096,128,32768,212.592,4703843,35
PMEM,write,random,8,8192,128,16384,779.155,1283441,9
PMEM,read,random,8,8192,128,16384,212.497,4705952,35
PMEM,write,random,8,16384,128,8192,794.703,1258330,9
PMEM,read,random,8,16384,128,8192,210.873,4742186,36
PMEM,write,random,8,32768,128,4096,776.077,1288532,9
PMEM,read,random,8,32768,128,4096,213.294,4688370,35
PMEM,write,random,8,65536,128,2048,728.62,1372458,10
PMEM,read,random,8,65536,128,2048,212.875,4697581,35
PMEM,write,random,8,131072,128,1024,645.912,1548198,11
PMEM,read,random,8,131072,128,1024,213.496,4683926,35
PMEM,write,random,8,262144,128,512,607.826,1645207,12
PMEM,read,random,8,262144,128,512,224.379,4456746,34
PMEM,write,random,8,524288,128,256,537.387,1860857,14
PMEM,read,random,8,524288,128,256,271.473,3683612,28
PMEM,write,random,8,1048576,128,128,349.766,2859057,21
PMEM,read,random,8,1048576,128,128,323.469,3091488,23
PMEM,write,random,16,16,128,8388608,236.951,4220284,64
PMEM,read,random,16,16,128,8388608,208.344,4799746,73
PMEM,write,random,16,32,128,4194304,236.86,4221897,64
PMEM,read,random,16,32,128,4194304,208.105,4805277,73
PMEM,write,random,16,64,128,2097152,236.95,4220291,64
PMEM,read,random,16,64,128,2097152,209.628,4770353,72
PMEM,write,random,16,128,128,1048576,236.964,4220056,64
PMEM,read,random,16,128,128,1048576,220.558,4533945,69
PMEM,write,random,16,256,128,524288,234.595,4262670,65
PMEM,read,random,16,256,128,524288,219.355,4558816,69
PMEM,write,random,16,512,128,262144,243.83,4101220,62
PMEM,read,random,16,512,128,262144,212.147,4713702,71
PMEM,write,random,16,1024,128,131072,291.527,3430210,52
PMEM,read,random,16,1024,128,131072,218.021,4586707,69
PMEM,write,random,16,2048,128,65536,402.373,2485254,37
PMEM,read,random,16,2048,128,65536,224.64,4451561,67
PMEM,write,random,16,4096,128,32768,404.145,2474357,37
PMEM,read,random,16,4096,128,32768,232.074,4308969,65
PMEM,write,random,16,8192,128,16384,786.289,1271796,19
PMEM,read,random,16,8192,128,16384,213.436,4685247,71
PMEM,write,random,16,16384,128,8192,773.832,1292270,19
PMEM,read,random,16,16384,128,8192,212.448,4707026,71
PMEM,write,random,16,32768,128,4096,755.712,1323255,20
PMEM,read,random,16,32768,128,4096,235.142,4252756,64
PMEM,write,random,16,65536,128,2048,708.885,1410665,21
PMEM,read,random,16,65536,128,2048,233.103,4289948,65
PMEM,write,random,16,131072,128,1024,635.683,1573112,24
PMEM,read,random,16,131072,128,1024,220.999,4524906,69
PMEM,write,random,16,262144,128,512,604.375,1654601,25
PMEM,read,random,16,262144,128,512,240.824,4152406,63
PMEM,write,random,16,524288,128,256,473.477,2112036,32
PMEM,read,random,16,524288,128,256,254.789,3924815,59
PMEM,write,random,16,1048576,128,128,316.461,3159947,48
PMEM,read,random,16,1048576,128,128,322.742,3098448,47
PMEM,write,random,32,32,128,4194304,237.612,4208544,128
PMEM,read,random,32,32,128,4194304,214.113,4670432,142
PMEM,write,random,32,64,128,2097152,239.419,4176782,127
PMEM,read,random,32,64,128,2097152,217.678,4593935,140
PMEM,write,random,32,128,128,1048576,238.605,4191028,127
PMEM,read,random,32,128,128,1048576,218.935,4567560,139
PMEM,write,random,32,256,128,524288,238.779,4187979,127
PMEM,read,random,32,256,128,524288,231.954,4311208,131
PMEM,write,random,32,512,128,262144,253.818,3939835,120
PMEM,read,random,32,512,128,262144,223.875,4466782,136
PMEM,write,random,32,1024,128,131072,290.337,3444267,105
PMEM,read,random,32,1024,128,131072,226.012,4424551,135
PMEM,write,random,32,2048,128,65536,399.022,2506127,76
PMEM,read,random,32,2048,128,65536,220.322,4538812,138
PMEM,write,random,32,4096,128,32768,390.773,2559029,78
PMEM,read,random,32,4096,128,32768,225.866,4427408,135
PMEM,write,random,32,8192,128,16384,759.211,1317156,40
PMEM,read,random,32,8192,128,16384,221.37,4517334,137
PMEM,write,random,32,16384,128,8192,772.967,1293717,39
PMEM,read,random,32,16384,128,8192,224.018,4463923,136
PMEM,write,random,32,32768,128,4096,754.901,1324677,40
PMEM,read,random,32,32768,128,4096,213.091,4692829,143
PMEM,write,random,32,65536,128,2048,715.193,1398223,42
PMEM,read,random,32,65536,128,2048,220.221,4540899,138
PMEM,write,random,32,131072,128,1024,632.11,1582002,48
PMEM,read,random,32,131072,128,1024,216.856,4611345,140
PMEM,write,random,32,262144,128,512,593.422,1685141,51
PMEM,read,random,32,262144,128,512,252.422,3961621,120
PMEM,write,random,32,524288,128,256,477.344,2094926,63
PMEM,read,random,32,524288,128,256,250.574,3990833,121
PMEM,write,random,32,1048576,128,128,343.961,2907306,88
PMEM,read,random,32,1048576,128,128,271.938,3677315,112
PMEM,write,random,64,64,128,2097152,316.369,3160862,192
PMEM,read,random,64,64,128,2097152,230.117,4345611,265
PMEM,write,random,64,128,128,1048576,308.614,3240297,197
PMEM,read,random,64,128,128,1048576,230.311,4341946,265
PMEM,write,random,64,256,128,524288,310.653,3219028,196
PMEM,read,random,64,256,128,524288,229.251,4362024,266
PMEM,write,random,64,512,128,262144,313.674,3188018,194
PMEM,read,random,64,512,128,262144,223.22,4479884,273
PMEM,write,random,64,1024,128,131072,359.182,2784102,169
PMEM,read,random,64,1024,128,131072,231.18,4325642,264
PMEM,write,random,64,2048,128,65536,467.497,2139052,130
PMEM,read,random,64,2048,128,65536,225.363,4437291,270
PMEM,write,random,64,4096,128,32768,471.261,2121964,129
PMEM,read,random,64,4096,128,32768,227.152,4402331,268
PMEM,write,random,64,8192,128,16384,778.132,1285129,78
PMEM,read,random,64,8192,128,16384,225.363,4437290,270
PMEM,write,random,64,16384,128,8192,793.484,1260264,76
PMEM,read,random,64,16384,128,8192,222.979,4484719,273
PMEM,write,random,64,32768,128,4096,772.018,1295306,79
PMEM,read,random,64,32768,128,4096,221.279,4519175,275
PMEM,write,random,64,65536,128,2048,730.667,1368612,83
PMEM,read,random,64,65536,128,2048,233.992,4273646,260
PMEM,write,random,64,131072,128,1024,648.409,1542236,94
PMEM,read,random,64,131072,128,1024,243.527,4106315,250
PMEM,write,random,64,262144,128,512,611.189,1636153,99
PMEM,read,random,64,262144,128,512,241.227,4145480,253
PMEM,write,random,64,524288,128,256,524.805,1905470,116
PMEM,read,random,64,524288,128,256,254.73,3925718,239
PMEM,write,random,64,1048576,128,128,481.078,2078664,126
PMEM,read,random,64,1048576,128,128,241.117,4147360,253
PMEM,write,random,128,128,128,1048576,364.624,2742553,334
PMEM,read,random,128,128,128,1048576,430.167,2324678,283
PMEM,write,random,128,256,128,524288,332.141,3010771,367
PMEM,read,random,128,256,128,524288,451.549,2214598,270
PMEM,write,random,128,512,128,262144,337.751,2960763,361
PMEM,read,random,128,512,128,262144,446.574,2239268,273
PMEM,write,random,128,1024,128,131072,382.076,2617277,319
PMEM,read,random,128,1024,128,131072,437.19,2287336,279
PMEM,write,random,128,2048,128,65536,492.621,2029957,247
PMEM,read,random,128,2048,128,65536,452.322,2210814,269
PMEM,write,random,128,4096,128,32768,466.454,2143834,261
PMEM,read,random,128,4096,128,32768,450.792,2218319,270
PMEM,write,random,128,8192,128,16384,769.213,1300030,158
PMEM,read,random,128,8192,128,16384,447.486,2234707,272
PMEM,write,random,128,16384,128,8192,782.825,1277425,155
PMEM,read,random,128,16384,128,8192,443.458,2255006,275
PMEM,write,random,128,32768,128,4096,762.044,1312259,160
PMEM,read,random,128,32768,128,4096,465.261,2149330,262
PMEM,write,random,128,65536,128,2048,734.88,1360765,166
PMEM,read,random,128,65536,128,2048,431.922,2315230,282
PMEM,write,random,128,131072,128,1024,661.386,1511976,184
PMEM,read,random,128,131072,128,1024,428.736,2332435,284
PMEM,write,random,128,262144,128,512,632.963,1579871,192
PMEM,read,random,128,262144,128,512,427.396,2339747,285
PMEM,write,random,128,524288,128,256,561.559,1780758,217
PMEM,read,random,128,524288,128,256,442.355,2260625,275
PMEM,write,random,128,1048576,128,128,458.367,2181657,266
PMEM,read,random,128,1048576,128,128,482.648,2071901,252
PMEM,write,random,256,256,128,524288,432.003,2314797,565
PMEM,read,random,256,256,128,524288,713.34,1401855,342
PMEM,write,random,256,512,128,262144,428.698,2332645,569
PMEM,read,random,256,512,128,262144,469.15,2131516,520
PMEM,write,random,256,1024,128,131072,455.318,2196269,536
PMEM,read,random,256,1024,128,131072,685.177,1459477,356
PMEM,write,random,256,2048,128,65536,540.088,1851551,452
PMEM,read,random,256,2048,128,65536,468.984,2132268,520
PMEM,write,random,256,4096,128,32768,540.177,1851245,451
PMEM,read,random,256,4096,128,32768,749.851,1333599,325
PMEM,write,random,256,8192,128,16384,830.69,1203817,293
PMEM,read,random,256,8192,128,16384,484.387,2064464,504
PMEM,write,random,256,16384,128,8192,841.361,1188549,290
PMEM,read,random,256,16384,128,8192,681.789,1466729,358
PMEM,write,random,256,32768,128,4096,829.252,1205906,294
PMEM,read,random,256,32768,128,4096,471.604,2120423,517
PMEM,write,random,256,65536,128,2048,806.441,1240016,302
PMEM,read,random,256,65536,128,2048,735.375,1359849,331
PMEM,write,random,256,131072,128,1024,741.305,1348972,329
PMEM,read,random,256,131072,128,1024,468.661,2133737,520
PMEM,write,random,256,262144,128,512,738.418,1354246,330
PMEM,read,random,256,262144,128,512,679.281,1472144,359
PMEM,write,random,256,524288,128,256,691.816,1445470,352
PMEM,read,random,256,524288,128,256,473.199,2113274,515
PMEM,write,random,256,1048576,128,128,668.305,1496323,365
PMEM,read,random,256,1048576,128,128,717.664,1393409,340
PMEM,write,random,512,512,128,262144,719.566,1389727,678
PMEM,read,random,512,512,128,262144,607.843,1645161,803
PMEM,write,random,512,1024,128,131072,724.507,1380248,673
PMEM,read,random,512,1024,128,131072,1313.49,761331,371
PMEM,write,random,512,2048,128,65536,796.701,1255176,612
PMEM,read,random,512,2048,128,65536,620.266,1612210,787
PMEM,write,random,512,4096,128,32768,795.266,1257440,613
PMEM,read,random,512,4096,128,32768,1311.25,762628,372
PMEM,write,random,512,8192,128,16384,939.681,1064190,519
PMEM,read,random,512,8192,128,16384,610.357,1638386,799
PMEM,write,random,512,16384,128,8192,947.896,1054967,515
PMEM,read,random,512,16384,128,8192,1322.08,756383,369
PMEM,write,random,512,32768,128,4096,940.129,1063683,519
PMEM,read,random,512,32768,128,4096,591.656,1690172,825
PMEM,write,random,512,65536,128,2048,931.217,1073863,524
PMEM,read,random,512,65536,128,2048,1329.96,751900,367
PMEM,write,random,512,131072,128,1024,916.276,1091373,532
PMEM,read,random,512,131072,128,1024,584.689,1710309,835
PMEM,write,random,512,262144,128,512,918.303,1088965,531
PMEM,read,random,512,262144,128,512,1304.37,766652,374
PMEM,write,random,512,524288,128,256,933.637,1071080,522
PMEM,read,random,512,524288,128,256,614.75,1626677,794
PMEM,write,random,512,1048576,128,128,914.477,1093521,533
PMEM,read,random,512,1048576,128,128,1298.29,770244,376
PMEM,write,random,1024,1024,128,131072,1064.91,939043,917
PMEM,read,random,1024,1024,128,131072,790.922,1264347,1234
PMEM,write,random,1024,2048,128,65536,1212.69,824610,805
PMEM,read,random,1024,2048,128,65536,2620.13,381660,372
PMEM,write,random,1024,4096,128,32768,1055.34,947561,925
PMEM,read,random,1024,4096,128,32768,802.143,1246660,1217
PMEM,write,random,1024,8192,128,16384,1316.68,759487,741
PMEM,read,random,1024,8192,128,16384,2631.75,379975,371
PMEM,write,random,1024,16384,128,8192,1315.98,759888,742
PMEM,read,random,1024,16384,128,8192,801.296,1247977,1218
PMEM,write,random,1024,32768,128,4096,1316.52,759578,741
PMEM,read,random,1024,32768,128,4096,2634.72,379547,370
PMEM,write,random,1024,65536,128,2048,1307.07,765071,747
PMEM,read,random,1024,65536,128,2048,811.947,1231607,1202
PMEM,write,random,1024,131072,128,1024,1303.95,766901,748
PMEM,read,random,1024,131072,128,1024,2752.29,363333,354
PMEM,write,random,1024,262144,128,512,1315.1,760398,742
PMEM,read,random,1024,262144,128,512,779.076,1283571,1253
PMEM,write,random,1024,524288,128,256,1297.02,770998,752
PMEM,read,random,1024,524288,128,256,2620.42,381617,372
PMEM,write,random,1024,1048576,128,128,1264.69,790709,772
PMEM,read,random,1024,1048576,128,128,784.234,1275129,1245
PMEM,write,random,8,8,256,33554432,241.171,4146436,31
PMEM,read,random,8,8,256,33554432,211.941,4718292,35
PMEM,write,random,8,16,256,16777216,240.919,4150769,31
PMEM,read,random,8,16,256,16777216,209.157,4781095,36
PMEM,write,random,8,32,256,8388608,240.967,4149942,31
PMEM,read,random,8,32,256,8388608,212.553,4704711,35
PMEM,write,random,8,64,256,4194304,240.567,4156841,31
PMEM,read,random,8,64,256,4194304,214.454,4663001,35
PMEM,write,random,8,128,256,2097152,239.978,4167043,31
PMEM,read,random,8,128,256,2097152,220.321,4538839,34
PMEM,write,random,8,256,256,1048576,237.099,4217651,32
PMEM,read,random,8,256,256,1048576,220.301,4539245,34
PMEM,write,random,8,512,256,524288,244.679,4086994,31
PMEM,read,random,8,512,256,524288,210.792,4744019,36
PMEM,write,random,8,1024,256,262144,293.842,3403192,25
PMEM,read,random,8,1024,256,262144,210.295,4755222,36
PMEM,write,random,8,2048,256,131072,405.4,2466698,18
PMEM,read,random,8,2048,256,131072,211.515,4727799,36
PMEM,write,random,8,4096,256,65536,398.963,2506499,19
PMEM,read,random,8,4096,256,65536,212.221,4712074,35
PMEM,write,random,8,8192,256,32768,776.833,1287278,9
PMEM,read,random,8,8192,256,32768,213.124,4692100,35
PMEM,write,random,8,16384,256,16384,791.51,1263407,9
PMEM,read,random,8,16384,256,16384,236.359,4230852,32
PMEM,write,random,8,32768,256,8192,772.282,1294863,9
PMEM,read,random,8,32768,256,8192,212.77,4699912,35
PMEM,write,random,8,65536,256,4096,738.353,1354365,10
PMEM,read,random,8,65536,256,4096,230.36,4341038,33
PMEM,write,random,8,131072,256,2048,666.162,1501137,11
PMEM,read,random,8,131072,256,2048,219.284,4560302,34
PMEM,write,random,8,262144,256,1024,654.204,1528574,11
PMEM,read,random,8,262144,256,1024,212.81,4699036,35
PMEM,write,random,8,524288,256,512,598.248,1671547,12
PMEM,read,random,8,524288,256,512,233.211,4287963,32
PMEM,write,random,8,1048576,256,256,527.59,1895411,14
PMEM,read,random,8,1048576,256,256,245.934,4066138,31
PMEM,write,random,16,16,256,16777216,241.447,4141691,63
PMEM,read,random,16,16,256,16777216,211.368,4731086,72
PMEM,write,random,16,32,256,8388608,240.861,4151765,63
PMEM,read,random,16,32,256,8388608,211.624,4725358,72
PMEM,write,random,16,64,256,4194304,241.33,4143707,63
PMEM,read,random,16,64,256,4194304,212.255,4711313,71
PMEM,write,random,16,128,256,2097152,239.423,4176700,63
PMEM,read,random,16,128,256,2097152,213.167,4691161,71
PMEM,write,random,16,256,256,1048576,237.776,4205637,64
PMEM,read,random,16,256,256,1048576,220.801,4528959,69
PMEM,write,random,16,512,256,524288,245.758,4069036,62
PMEM,read,random,16,512,256,524288,221.712,4510346,68
PMEM,write,random,16,1024,256,262144,295.662,3382242,51
PMEM,read,random,16,1024,256,262144,210.444,4751848,72
PMEM,write,random,16,2048,256,131072,404.221,2473891,37
PMEM,read,random,16,2048,256,131072,212.9,4697034,71
PMEM,write,random,16,4096,256,65536,399.145,2505354,38
PMEM,read,random,16,4096,256,65536,213.538,4683015,71
PMEM,write,random,16,8192,256,32768,775.268,1289877,19
PMEM,read,random,16,8192,256,32768,214.148,4669674,71
PMEM,write,random,16,16384,256,16384,791.201,1263900,19
PMEM,read,random,16,16384,256,16384,213.839,4676411,71
PMEM,write,random,16,32768,256,8192,772.02,1295303,19
PMEM,read,random,16,32768,256,8192,213.19,4690650,71
PMEM,write,random,16,65536,256,4096,741.799,1348073,20
PMEM,read,random,16,65536,256,4096,212.768,4699964,71
PMEM,write,random,16,131072,256,2048,663.638,1506845,22
PMEM,read,random,16,131072,256,2048,213.258,4689149,71
PMEM,write,random,16,262144,256,1024,657.32,1521328,23
PMEM,read,random,16,262144,256,1024,213.267,4688966,71
PMEM,write,random,16,524288,256,512,605.678,1651043,25
PMEM,read,random,16,524288,256,512,227.328,4398927,67
PMEM,write,random,16,1048576,256,256,488.66,2046411,31
PMEM,read,random,16,1048576,256,256,257.621,3881669,59
PMEM,write,random,32,32,256,8388608,241.968,4132772,126
PMEM,read,random,32,32,256,8388608,215.525,4639829,141
PMEM,write,random,32,64,256,4194304,241.176,4146354,126
PMEM,read,random,32,64,256,4194304,217.197,4604107,140
PMEM,write,random,32,128,256,2097152,241.597,4139125,126
PMEM,read,random,32,128,256,2097152,217.938,4588460,140
PMEM,write,random,32,256,256,1048576,243.188,4112041,125
PMEM,read,random,32,256,256,1048576,215.777,4634424,141
PMEM,write,random,32,512,256,524288,256.941,3891940,118
PMEM,read,random,32,512,256,524288,216.281,4623620,141
PMEM,write,random,32,1024,256,262144,294.431,3396377,103
PMEM,read,random,32,1024,256,262144,216.475,4619475,140
PMEM,write,random,32,2048,256,131072,404.131,2474444,75
PMEM,read,random,32,2048,256,131072,223.416,4475954,136
PMEM,write,random,32,4096,256,65536,399.721,2501742,76
PMEM,read,random,32,4096,256,65536,218.871,4568900,139
PMEM,write,random,32,8192,256,32768,775.739,1289092,39
PMEM,read,random,32,8192,256,32768,217.308,4601766,140
